,sig_e,sig_s,sig_u,sig_eps,rho,tau1,tau2,r,seed,sp1.A,sp2.A,sp1.B,sp2.B,sp1.a0,sp2.a0,sp1.b0,sp2.b0,sp1.n0,sp2.n0,sp1.kar,sp2.kar,sp1.Gaa,sp2.Gaa,sp1.Gbb,sp2.Gbb,sp1.grow,sp2.grow,sp1.plast,sp2.plast,runid,sp1.a,sp2.a,sp1.b,sp2.b,sp1.n,sp2.n,sp1.z,sp2.z,sp1.astd,sp2.astd,sp1.bstd,sp2.bstd,sp1.nstd,sp2.nstd,sp1.zstd,sp2.zstd,dela,delb,delz,delastd,delzstd,delbstd,delzprime,delzstdprime,delaprime,delastdprime
run_00000086,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.87,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,86,4.980549408737999,5.05178728171435,1.9843397403394736,-0.03422998253565276,32142.65492253605,14903.60898549088,4.951248310489349,5.052876081240968,0.10308326589909686,0.1353336795216145,0.022621257733092745,0.020887494351209675,5478.535074398337,4772.0820675332425,6.312233020463364,0.18517017664170674,0.07123787297634887,2.01856972287513,0.10162777075161812,0.06817690513885763,6.309840657614266,0.03785470516860717,5.029397013451549,3.8117690131164315,0.08164557734517401,0.05528946229147482
run_00000087,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.88,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,87,5.151248897593627,5.044246874652546,1.9834125048602698,-0.018843775432208307,32217.362158311083,15281.364612567757,5.054051235643549,5.043929378018902,0.08350069729832647,0.10736179235812271,0.016942416104825504,0.03577747349086336,4647.455613954134,3980.10210400087,6.277542691914274,0.1637563207853157,0.10700202294106925,2.0022562802924915,0.010121857624647332,0.08033739455933457,6.276632875291893,0.04601503592367396,4.981850616959875,3.818034459442879,0.10941905572782822,0.07701298670804643
run_00000088,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.89,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,88,5.043718143222358,4.848110015229736,1.9809302838798055,-0.00020631776282589525,31515.801105530325,15154.392381536401,5.089061893800295,4.847826381311504,0.0934956455924563,0.1096831527361114,0.015571387850229655,0.020595431634827074,4957.111732003098,4545.929242019986,6.260995143054296,0.12894023570488755,0.19560812799264093,1.9811366016426366,0.24123551248879202,0.07342528985001888,6.259760754449918,0.022153570969191183,5.003128043722713,3.769815519830179,0.19560812799264093,0.07342528985001888
run_00000089,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.9,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,89,4.936571657166376,4.989168371479453,1.9699007209372066,-0.03298730899356058,31411.043741944497,16499.38116261381,4.993948352226458,4.988786033070982,0.09013539881652115,0.0730575589341744,0.021141357562796587,0.01979626181322282,4907.993639027642,4214.852211494198,6.2424527506072565,0.14016514121260337,0.05259671431306761,2.002888029930769,0.005162319155476381,0.08204751010420648,6.244699880459817,0.02938712340728108,4.97395786689668,3.7757179959433587,0.07534082098861693,0.06182207505083839
run_00000090,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.91,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,90,5.075514388681542,5.194776062158941,1.999616276179204,-0.01080564206174715,32165.75029772073,15340.694644276258,5.026068408602556,5.194724117732158,0.10367956452897252,0.11448263393701269,0.021315080334096195,0.041983863733144645,5478.1452159960545,5058.9724436954975,6.314389103436502,0.17959278473281318,0.11926167347743312,2.0104219182409477,0.16865570912960332,0.12490463800864259,6.314891172173145,0.05110963783373334,5.018481137062825,3.8368140874372525,0.14547613767064066,0.09306561516016923
run_00000091,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.92,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,91,4.997416458605874,4.936688118884795,1.9989602876641708,-0.0403530301968688,31727.348456989937,16056.62452415729,4.99566289298295,4.940372135838917,0.07467152704170729,0.09531828088356516,0.01788079946781622,0.03684294823379502,4914.19207892508,4639.4842690364185,6.262036448629922,0.1927899575129399,0.06072833972105761,2.039313317861039,0.05529075714403272,0.0785492637309196,6.2645906338416655,0.03943004498563532,5.021201701616334,3.7464231406940014,0.07498795540464266,0.06507476179116653
run_00000092,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.93,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,92,4.938416041035649,5.002104276456485,1.9794541782972384,0.02816882954639244,32412.882509641808,15662.31216839017,4.865517948551284,5.002056138309305,0.11670834780318556,0.1025121508256175,0.01530469288270727,0.02855685494487398,5050.80259625953,3984.483258354742,6.283664936416032,0.1646963114800844,0.06368823542085551,1.9512853487508397,0.13653818975802173,0.09535754796855342,6.281876790348192,0.03953115570673546,4.980124108167633,3.831316034161791,0.08005894731668241,0.08209639602407619
run_00000093,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.9400000000000001,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,93,4.953485313346483,5.00201435361447,1.959424596811914,-0.011279293722526298,31987.671396650778,15011.321825954283,4.876015485810079,4.9989885053441,0.1655723741520271,0.19826372267401518,0.022706676090535335,0.049666756550024484,5378.610720505461,4607.370114898079,6.305014717226086,0.2555565744829792,0.04852904026801195,1.970703890534455,0.12297301953402123,0.19898321796970914,6.308198291562305,0.05341202544173886,5.0414396733099744,3.793728254577431,0.1719596031501544,0.11126222929348711
run_00000094,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.9500000000000001,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,94,4.969152533570239,5.050878599236613,1.9683812948441477,0.059993310925601964,31753.654938687614,15591.514521433945,4.8875347814514,5.051076505675344,0.10762614094334144,0.13167083253107753,0.014532231067748126,0.04647075295027373,4898.383284830983,4474.320181526785,6.255227047380125,0.2754645190936594,0.08172606566635958,1.9083879839185416,0.1635417242239444,0.0879532120836044,6.256034922337379,0.04296482649048216,4.990906009416656,3.7756557112951534,0.09572028724147813,0.07247443642785044
run_00000095,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.9600000000000001,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,95,5.067301771221175,5.182417654010282,1.9779846488966646,0.0209869389467584,32130.56924304726,15679.018786785526,5.128773124079035,5.185801513467766,0.06864197745281597,0.09367281426080401,0.01935775797524736,0.05457790182487569,4730.554213060854,3856.647523726821,6.291736896003445,0.21026475131858993,0.11511588278911677,1.9569977099499043,0.05702838938873123,0.0718839314651753,6.2945380768698636,0.061385427602311006,4.994329819199512,3.8315964682381964,0.11649435952683786,0.0696277981243091
run_00000096,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.97,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,96,4.937448196618817,5.066502005082762,1.9669721677440817,0.07347024953815297,31596.436221289456,15615.55514967667,4.9406240017811704,5.067122427620108,0.1151852812843024,0.0845486573134814,0.024653486002398802,0.023523035485022388,4847.458848753285,4688.06876215375,6.226886548340908,0.260949717356368,0.12905380846393263,1.8935019182059292,0.1264984258389376,0.12085399847247501,6.2263443985365035,0.03529558426509229,4.965878564750286,3.7581134231260567,0.13935984685656883,0.10880904148986925
run_00000097,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.98,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,97,4.700487106394615,4.8992993405617264,1.9898264850443315,0.06955775298809573,31533.825552818096,15599.979213175624,4.735099840678862,4.894020634664838,0.16344217659516555,0.16906710217763912,0.026468532723725704,0.029623754991964162,5072.874976066908,4536.103587547127,6.269489612827283,0.29511694219637896,0.19881223416713473,1.92026873205623,0.15892079398597717,0.05348939138857315,6.266329321906122,0.04563982154437029,4.997581235365171,3.783691423103568,0.19881223416713473,0.05348939138857315
run_00000098,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.1,0.99,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,98,5.002152658467877,4.9447124484151015,1.9740512061797395,-0.01609197735885607,31857.87673066606,15303.919478326112,5.015900769250882,4.943957485625363,0.12826905567922045,0.1016783975516107,0.02247432468621893,0.032388269867855986,5189.19840045993,4431.1080917050695,6.282429109940748,0.15227214103528783,0.057440210052756464,1.9901431835385992,0.07194328362551713,0.07701733102585356,6.281950147809998,0.047746093361626545,5.023057242647043,3.7731908820943536,0.07629753168323462,0.058392924813683564
run_00000099,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.01,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,99,4.773040786688597,5.0608184878376665,1.4038721615786607,3.228851209800698,16664.26900862939,54036.67038516225,4.806593213527745,5.033664426045407,0.10335637539700938,0.05183450831661998,0.01911506738719532,0.014164796998120876,2930.9712374724277,1960.3277303952373,4.52626079933479,10.223395344789884,0.2877777011490628,1.8249790482220327,0.2270712125176619,0.14172316720138148,8.749057697975859,0.02408423941403269,7.007677699708245,5.243093094259975,0.2878701465869769,0.14153529631940742
run_00000100,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.02,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,100,4.996673948833639,4.991888216646427,1.4104814142687137,3.1685459361901205,16089.701787522956,52997.895296677976,5.024145646484773,4.930373713045723,0.11597404437677294,0.0404448164109723,0.027728251578533245,0.011585094625949763,2871.841966487507,2118.4231195515213,4.509377495119864,10.158949607984745,0.0047857321871965204,1.758064521921405,0.0937719334390498,0.11936946070583755,8.678728589093739,0.024546969884584748,6.931621664018123,5.223192912919118,0.08927857072542225,0.0793807797328537
run_00000101,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.03,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,101,4.884469778973074,4.983494239800566,1.343170248613615,3.127381869544948,16788.230959031232,51184.033396811814,4.8541034710332305,4.750929152397489,0.10564706630971901,0.044441225795758314,0.02730422961080922,0.013876254557685071,2824.2719426315193,2185.6768058090256,4.281691456594772,9.836304074453261,0.0990244608275036,1.7842116209313374,0.10317431863574238,0.0874502461535067,8.388076044651285,0.03349815836955164,6.691910989457021,5.058536545292824,0.11072923711970752,0.07205848625508515
run_00000102,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.04,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,102,5.091307341116274,4.98019672816513,1.439226955920544,3.074072926931706,17183.110353235974,49688.48477870437,5.110914867484915,5.150573112165093,0.09026001895264706,0.03686649537138656,0.04543805674388714,0.008933394400240215,3273.470855133849,2513.5182413465614,4.508096794747098,9.802902359015057,0.11111061295115952,1.6348459710111576,0.039658244680176744,0.1096503981766627,8.19471510103828,0.04943642459209753,6.562160067977209,4.908460410943668,0.1283900985260528,0.08879617520565572
run_00000103,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.05,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,103,5.186073450543332,4.977798883293967,1.3373546198564144,3.0345517672358415,17197.177100404464,48427.40922888323,5.162719335768813,5.015855945833201,0.10933115547323995,0.055302561372383506,0.0350495712567124,0.015395204539397552,3121.8925077714975,2789.3848366210095,4.220594256369829,9.607865072784536,0.20827456724937207,1.6971971473794258,0.14686338993561196,0.14468542058388117,8.042131317572453,0.04727713144042344,6.420169724545204,4.845499529709623,0.21681872102896604,0.13153633909992782
run_00000104,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.060000000000000005,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,104,4.9381238229849425,4.94442211492429,1.352366081372144,2.9839565809220856,17317.586317338883,47024.35801923949,4.893862137512925,4.8934415132870255,0.0827490772891768,0.058672933669021377,0.04141351169314531,0.02011739246208209,3459.7240898420982,2987.613309080243,4.299264666177019,9.494821105388038,0.00629829193933395,1.6315904995499642,0.0004206242258994781,0.06597680791960901,7.825385864498274,0.05589573436768901,6.235576781669458,4.728027739461655,0.054841013471639936,0.03721654075834386
run_00000105,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.06999999999999999,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,105,4.978380874961568,5.052490726826149,1.2303465924172479,2.9298294112937016,18028.326211151838,45503.731739083756,5.000452710346969,5.119636615257936,0.1278425405805548,0.05869137922273436,0.03895350063095928,0.014795878084182557,3500.485041699795,3084.8441282335725,3.8997289977824416,9.200472703330474,0.0741098518646053,1.6994828188764626,0.11918390491096717,0.12124155052906142,7.5935974214411495,0.03292612006146014,6.065900358527325,4.569658569578866,0.11602815207890672,0.08203201596473651
run_00000106,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.08,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,106,5.1177417120664765,4.978348663720458,1.3537254256415954,2.9121534212110367,17372.446343793377,44710.128621724965,5.11233852828658,5.044763841271091,0.1443791207212393,0.10642211675441916,0.027223849788091423,0.02275659202494189,3419.506913593022,3177.1813270033717,4.300727196368294,9.225850251738336,0.1393930483460396,1.5584279955694351,0.06757468701548938,0.20075074855389785,7.494813729642389,0.028775302422058363,5.965921602181597,4.537023100777014,0.17758318656364538,0.1679151476849339
run_00000107,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.09,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,107,5.086193107489254,4.934285180040279,1.2676889984667818,2.8564798873062047,18547.31996036485,42669.53075482432,5.120694132818877,4.9494390586615,0.11321825046881628,0.06063252598990507,0.03734723878444725,0.020655983122561457,3890.3349891380385,3656.200892260345,3.971586895482915,8.942027573392842,0.15190792744898546,1.5887908888394155,0.1712550741573792,0.14740850495592453,7.2448397394643065,0.032474128381301204,5.760173790227987,4.397434372144336,0.17300494594164054,0.12196136451728107
run_00000108,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.09999999999999999,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,108,5.153064689177237,4.969080313650103,1.1962660081374006,2.8248004152489607,18773.686373809465,41614.07394648869,5.188839866619376,5.068750242558442,0.1556422656096575,0.09283371466869916,0.027528604379066634,0.01296169275612563,3602.118542883897,3568.8550224311,3.7271272454627726,8.839031639634761,0.18398437552715394,1.62853440711156,0.12008962406093245,0.12797412065564037,7.157818354930733,0.022829706055432962,5.737705057496971,4.281065964589203,0.19678726037994695,0.10724924311087783
run_00000109,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.11,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,109,5.063187570418233,5.048617499926013,1.211088052153318,2.7967487278991108,19027.089902217627,40741.69387069839,5.0239844107056735,5.083965309911363,0.1081494552931248,0.050017197182270066,0.05248262292219866,0.016496770590711158,3799.1961022549317,3648.4313465653972,3.8334252728751252,8.917023463751663,0.014570070492247685,1.5856606757457954,0.05998089920568976,0.11877697496063563,7.068447868289282,0.059192289843340594,5.6287023487392345,4.276010154839467,0.10567874304175272,0.056144990908038546
run_00000110,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.12,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,110,5.000159139262062,4.90606381061556,1.2014049708781045,2.769885832788135,19428.713109346303,39721.56342761171,4.970757450844313,4.819064052763656,0.08866864941572054,0.061778244914665124,0.021967286694928173,0.01513693844368668,3815.5311809875866,3729.367315822431,3.7602420073519265,8.758900747944956,0.09409532864650619,1.568480861910038,0.15169339808065596,0.08978272275012071,6.889716535179676,0.023320827216531653,5.52139999778891,4.123753979878783,0.11352708786043421,0.063454460043785
run_00000111,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.13,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,111,4.8366584286525605,5.017732357099461,1.1273945209396075,2.71439139003472,18957.025038655527,38889.789580882156,4.838099508178913,4.969613128262846,0.08036265723375419,0.07746998465668395,0.024635918816704606,0.021779846047550795,4124.869520371278,3816.978090678008,3.5662899742267005,8.566324233511157,0.18107392844689948,1.586996869095112,0.131513620083932,0.08422139725849663,6.70672359927298,0.035981350935872916,5.344025927408468,4.054481983743271,0.18113559054801753,0.08408869814777317
run_00000112,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.14,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,112,5.021427133955324,4.999244244555422,1.1574440566558355,2.690498048140582,19313.641544596154,37799.50162857737,5.042296019621795,5.043574130743181,0.09942720011446338,0.10541063099018505,0.02599238733763021,0.016718228413423013,3611.0081625145126,3863.0622701537764,3.693060627801823,8.636247331636781,0.02218288939994326,1.5330539914847374,0.0012781111213862907,0.07058818875053809,6.614208754199498,0.029407777413537714,5.282267679622187,3.980629000361143,0.06358940520121667,0.03783068224823846
run_00000113,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.15000000000000002,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,113,4.8906727455564365,4.986348466341804,1.1099123897170668,2.68220727352285,20565.99218216612,36035.30592669065,4.908490413122615,4.984651028583386,0.09518366607197155,0.08765226746857013,0.027256532156994556,0.01602773457881508,3650.1868474037956,4011.781251114057,3.4827475557423395,8.435459902272594,0.09567572078538751,1.5722948838057775,0.07616061546077055,0.06510792043585052,6.512091425063489,0.023999553096473766,5.209059960068171,3.9088143343151236,0.0993336681286279,0.05937766606558472
run_00000114,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.16,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,114,5.065480846152676,5.146407274369636,1.007302850343374,2.6057055990947013,19937.578326272884,35401.26817353614,5.04844005121617,5.066971383656437,0.10114099763801147,0.11594279158519606,0.060979256906790465,0.03082607599886566,3961.80746141556,3997.0992536293293,3.2182255622019307,8.296194956998974,0.0809264282169824,1.5984027487513184,0.018531332440268087,0.12625829742725372,6.348102347854974,0.03988156473461006,5.0736070088099385,3.8153975873136097,0.13203087723023496,0.07112026371577858
run_00000115,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.17,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,115,5.078713049041113,5.1505251241574275,1.0630055374842582,2.6154543761848883,20101.03413859483,34481.59154724946,5.0960318561299065,5.169707229673019,0.10396976140317969,0.11195710112290452,0.03740301712252936,0.014173068401325218,4011.094417398419,4136.000687753934,3.406256723926046,8.341079434594615,0.07181207511630695,1.5524488387006177,0.07367537354311211,0.10992364549922921,6.256217273204727,0.03168757578994467,5.002210938935699,3.7581336262304372,0.0964504789548464,0.08909257590692424
run_00000116,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.18000000000000002,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,116,4.72183249562504,5.035226536669997,1.038799344633979,2.5974366674678673,20783.506963290918,32799.32125361627,4.71780460738023,5.0653941302274115,0.09725975522861478,0.07658262146801095,0.018424845882314796,0.017678150253513564,3851.830132052712,4007.1007081347775,3.3034811908936863,8.168384720799825,0.31339404104496565,1.5586373228338837,0.34758952284718136,0.12680616415411158,6.042964081565777,0.02603129194656327,4.806061922006294,3.679674193366637,0.31339404104496565,0.12680616415411158
run_00000117,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.19,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,117,9.301772798583361,2.476469033747443,1.4842542474387832,1.8480888322389109,20903.85670035916,35965.842179431376,9.32301274133626,2.460553574806478,0.06180822544052567,0.08535819408168249,0.028162726407289486,0.0347846693444332,4618.673433207861,4748.010083058494,4.727533574198207,5.920090663576404,6.82530376483592,0.3638345848001356,6.862459166529783,0.07124899613542082,3.7120601872679595,0.03461556939370691,6.949371722269463,3.5466842701190724,6.82530376483592,0.07124899613542082
run_00000118,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.2,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,118,9.527721473158458,2.266122089835498,1.4599838903904165,1.7769144616247028,22527.727797333693,35269.94214662658,9.623155827294537,2.4219130100716986,0.11054538640321956,0.0876508322319836,0.02190910289960234,0.02270694254547547,4662.760984598632,4601.74577161908,4.55950974443441,5.552305357308474,7.261599383322928,0.3169305712342863,7.20124281722284,0.097037527303852,3.4105273528847535,0.0252256946092265,7.2439721915942155,3.318804276360438,7.261599383322928,0.097037527303852
run_00000119,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.21000000000000002,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,119,9.381088976858956,2.0578376976387007,1.4631164956627594,1.7050197895599,22913.502853355552,34492.170328247536,9.297641214566113,2.005636789419808,0.08108596600781603,0.12294944908475813,0.023517945577888538,0.018918688249497304,5091.034084771073,4982.457745840004,4.5845071903972325,5.373018823910203,7.323251279220239,0.2419032938971405,7.292004425146306,0.08758783601662881,3.1782489615123923,0.02514360902458805,7.318732944575773,3.1162065213475723,7.323251279220239,0.08758783601662881
run_00000120,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.22,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,120,9.309748096890806,1.8607755198497433,1.4377352996216959,1.647405346436335,24311.291302189984,33010.07795305051,9.314226754143466,1.8367635520377938,0.06013801327163388,0.05369191983098967,0.032162906309121386,0.02650872207417178,4825.545697450637,4917.0854468670095,4.586999220375636,5.207545771201456,7.448972577041061,0.20967004681463886,7.477463202105674,0.06922218728485738,2.9087332282122196,0.031905888236117494,7.48543514614801,2.8881560907545176,7.448972577041061,0.06922218728485738
run_00000121,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.23,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,121,9.390670802831847,1.746697112519519,1.4529993804354058,1.6335114211532349,24923.650839336296,33204.69184568692,9.412866471734304,1.8037016104154033,0.06718339365946234,0.03905273001975003,0.03404344976157821,0.017813961597420058,5286.995064466324,4908.267511627023,4.557971842221541,5.12393009213647,7.6439736903122935,0.1805120407178215,7.609164861318901,0.07893796936287265,2.6902750502495345,0.0265438396728163,7.613245826268393,2.678704485666963,7.6439736903122935,0.07893796936287265
run_00000122,0.7071067811865476,31.622776601683793,3.1622776601683795,3.1622776601683795,0.5,0.30000000000000004,0.24000000000000002,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,122,9.193183391770749,1.5670848887433664,1.4825801967853953,1.6144013864056859,25647.712652345588,31839.730797815155,9.118173470182557,1.5009628545835194,0.05923071992122426,0.03946969334615366,0.03434020520264745,0.03862329136862053,5174.754285478095,5085.366747620072,4.674032473761848,5.086056655571135,7.626098503027384,0.1318211896202961,7.6172106155990384,0.06677979713320174,2.512988085870855,0.017337804706655052,7.619090506382168,2.5072826999922975,7.626098503027384,0.06677979713320174
