,sig_e,sig_s,sig_u,sig_eps,rho,tau1,tau2,r,seed,sp1.A,sp2.A,sp1.B,sp2.B,sp1.a0,sp2.a0,sp1.b0,sp2.b0,sp1.n0,sp2.n0,sp1.kar,sp2.kar,sp1.Gaa,sp2.Gaa,sp1.Gbb,sp2.Gbb,sp1.grow,sp2.grow,sp1.plast,sp2.plast,runid,sp1.a,sp2.a,sp1.b,sp2.b,sp1.n,sp2.n,sp1.z,sp2.z,sp1.astd,sp2.astd,sp1.bstd,sp2.bstd,sp1.nstd,sp2.nstd,sp1.zstd,sp2.zstd,dela,delb,delz,delastd,delzstd,delbstd,delzprime,delzstdprime,delaprime,delastdprime
run_00000021,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.22,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,21,9.445790415013546,0.3691727137843061,0.7907877898364667,0.49250336040952664,44831.17732713284,43295.63588215647,9.430921431540503,0.363636942126835,0.039036515013126355,0.037206624246305074,0.008036786515809536,0.007798895998256349,2758.55206044289,2686.4094639161513,1.1289947411578714,0.7024551108947251,9.076617701229216,0.2982844294269376,9.067284489413666,0.025738355865012916,1.0271027924161975,0.007191538286418731,9.067284489413666,1.0271027924161975,9.076617701229216,0.025738355865012916
run_00000022,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.23,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,22,9.322630009020099,0.2857631354848985,0.7913878636393106,0.4658665462792624,44807.61689094458,42950.41582813328,9.337080569579369,0.27971737312919426,0.025048240095678815,0.05465013872722516,0.006339114070673426,0.00976372016478751,2724.473211014387,2739.671457657483,1.1391203474830711,0.6646670541074092,9.036866873535235,0.32552131736004897,9.057363196450174,0.04825006497246964,1.0443367112080773,0.008145545549024299,9.057363196450174,1.0443367112080773,9.036866873535235,0.04825006497246964
run_00000023,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.24000000000000002,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,23,9.458055923220359,0.4039591526444178,0.7397873592146204,0.3916473739373215,44742.65881474509,42940.29892018811,9.44687289123322,0.3955063045854677,0.029772224633060163,0.04201621821015156,0.011900850034862026,0.010927354016366827,2644.6090953663347,2588.568430082507,1.053772155209791,0.5586318279182229,9.054096770575908,0.3481399852772997,9.05136658664775,0.023836978867901707,0.9904874084224095,0.018716648740355613,9.05136658664775,0.9904874084224095,9.054096770575908,0.023836978867901707
run_00000024,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.25,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,24,9.432643696252086,0.365810322516386,0.7615402737935189,0.38187576574397686,44634.972705448345,43127.4325861755,9.41923886080191,0.36775167177495116,0.028704408781177408,0.03679573351325546,0.005087577264232665,0.008058739019858862,2705.622860754036,2608.8226058053647,1.0781921706850752,0.5404076617093813,9.066833373735705,0.3796645080495422,9.051487189026957,0.02508018567794182,1.0185961165777833,0.008606234401511627,9.051487189026957,1.0185961165777833,9.066833373735705,0.02508018567794182
run_00000025,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.26,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,25,9.457907049204426,0.4055980221148261,0.7427996851353876,0.3587558605399459,44802.309297611566,43089.319499430356,9.457433239963043,0.4044141755978466,0.0335397476252088,0.031068821944550695,0.006494165209289961,0.00621180733689306,2683.140274925317,2724.8702102577895,1.0456375609170359,0.5012308284653252,9.052309027089583,0.38404382459544273,9.053019064365195,0.030452581653770683,1.0016195654111077,0.007629888376369011,9.053019064365195,1.0016195654111077,9.052309027089583,0.030452581653770683
run_00000026,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.27,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,26,9.411235242954161,0.35038598651721864,0.7285960221321166,0.342405721505765,44839.27186427298,43245.79499253924,9.40482706500016,0.34695856127472563,0.026693346429763554,0.04322443831820843,0.009011673000957766,0.011119757882697116,2505.6179572220367,2632.9450891502606,1.0256206863181363,0.4855446287782809,9.060849256436965,0.386190300626349,9.057868503725436,0.03500130988863765,0.9906816490607654,0.006125898729910801,9.057868503725436,0.9906816490607654,9.060849256436965,0.03500130988863765
run_00000027,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.28,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,27,9.45320345435226,0.4093914999866949,0.7240636360523349,0.3078338684315286,44869.8044279208,43112.749168306225,9.455573082777793,0.3989251193582596,0.05115906923542132,0.06153583818182635,0.01172505985205373,0.006240362241732049,2711.637047446945,2655.436943925586,1.028119840852506,0.44006353361837675,9.043811954365603,0.4162297676208074,9.05664796341953,0.02536941675135063,0.9844827109091776,0.01542105687892827,9.05664796341953,0.9844827109091776,9.043811954365603,0.02536941675135063
run_00000028,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.29000000000000004,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,28,9.47365097844083,0.4176322365614736,0.7199415721347882,0.2889762985356037,44778.68497139381,43026.77415274409,9.467220318015455,0.41509546393617447,0.024992493845902315,0.026920850056690416,0.00436665890538967,0.004625823036912555,2763.225560600365,2647.469307359495,1.013077126405866,0.40853099617904376,9.05601874187933,0.43096527359918635,9.052124854079281,0.023963608177624406,0.984091729883785,0.007006849369300122,9.052124854079281,0.984091729883785,9.05601874187933,0.023963608177624406
run_00000029,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.3,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,29,9.42615821128685,0.3777788943446827,0.6987761739022991,0.2507503393545802,44903.63044104839,43212.51962896506,9.435637319338344,0.37816915788559763,0.024440003130503554,0.02570989082867926,0.003795378625175279,0.009301650900006307,2676.48462526098,2573.965333816932,0.9887867358744353,0.35599244600577234,9.04837931694221,0.4480258345477136,9.057468161452745,0.025989408659652734,0.9638317356211479,0.008456929975946773,9.057468161452745,0.9638317356211479,9.04837931694221,0.025989408659652734
run_00000030,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.31,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,30,9.433069271439608,0.37677737853529664,0.6980452405835496,0.2502389602364602,44780.74604858918,43038.043117648354,9.427797132041679,0.3756149285320945,0.040717510406104565,0.05818876495070921,0.0049058022612874985,0.007512256855408197,2742.2476661945107,2669.690509564925,0.9877475869135725,0.3622537527477812,9.056291892904326,0.44780628034708886,9.052182203509586,0.02801141756641287,0.9636840371048729,0.004801689421927713,9.052182203509586,0.9636840371048729,9.056291892904326,0.02801141756641287
run_00000031,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.32,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,31,9.4792668854162,0.41654512735326427,0.7066267460879507,0.226019778396053,44753.12424790927,43071.319999750056,9.468141482892324,0.41298990408049946,0.02679016328047298,0.03464038958462377,0.008470449930501785,0.007828174916845992,2738.8056819647645,2612.903446501285,0.9964597986831593,0.3236697716079814,9.062721758062931,0.48060696769190175,9.055151578811826,0.02822654180585347,0.974684249906266,0.011855785647826122,9.055151578811826,0.974684249906266,9.062721758062931,0.02822654180585347
run_00000032,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.33,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,32,9.458767072621317,0.4050645284132565,0.7017943856796418,0.2289504647117393,44835.911120563724,42810.339866599854,9.455859341696813,0.40702477177535207,0.03001919550312033,0.04380450908121445,0.009348022451891678,0.010104417007918724,2738.5910004354396,2709.1616885918206,1.0030880778608857,0.3271593559160919,9.053702544208056,0.4728439209679042,9.048834569921464,0.025320484323188633,0.9833837778147178,0.00784587456251469,9.048834569921464,0.9833837778147178,9.053702544208056,0.025320484323188633
run_00000033,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.34,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,33,9.466145411718438,0.4357760821829949,0.7067426369894734,0.20405834697380112,44718.78467898548,43047.08193818986,9.486877977719978,0.43922723477642744,0.028452543692074925,0.04095462081221589,0.004543457937363317,0.015490098342509362,2680.1805765017516,2641.2961059590084,0.9853457864812134,0.2935026488673189,9.030369329535468,0.502684290015673,9.047650742943551,0.029083334760742395,0.974169401713175,0.01573896494301217,9.047650742943551,0.974169401713175,9.030369329535468,0.029083334760742395
run_00000034,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.35000000000000003,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,34,9.458397568025946,0.4217985020909188,0.6795346664893928,0.1843663822900787,44778.88584925576,42968.8018878868,9.475236683730412,0.42464246211005724,0.03065040896180481,0.04264103680618693,0.004017319531877868,0.006683775813065903,2697.630142545082,2637.4797421152102,0.96516777900076,0.263844985938527,9.036599065935075,0.49516828419931397,9.050594221620358,0.025795854388392738,0.9519053569076206,0.007786914674435419,9.050594221620358,0.9519053569076206,9.036599065935075,0.025795854388392738
