,sig_e,sig_s,sig_u,sig_eps,rho,tau1,tau2,r,seed,sp1.A,sp2.A,sp1.B,sp2.B,sp1.a0,sp2.a0,sp1.b0,sp2.b0,sp1.n0,sp2.n0,sp1.kar,sp2.kar,sp1.Gaa,sp2.Gaa,sp1.Gbb,sp2.Gbb,sp1.grow,sp2.grow,sp1.plast,sp2.plast,runid,sp1.a,sp2.a,sp1.b,sp2.b,sp1.n,sp2.n,sp1.z,sp2.z,sp1.astd,sp2.astd,sp1.bstd,sp2.bstd,sp1.nstd,sp2.nstd,sp1.zstd,sp2.zstd,dela,delb,delz,delastd,delzstd,delbstd,delzprime,delzstdprime,delaprime,delastdprime
run_00000086,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.87,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,86,9.396400582002888,0.3393222498434145,0.6794625815648051,-0.005015480527444476,44862.777644902504,42881.27026670721,9.391815030350779,0.33940366237879566,0.052821091837686414,0.05425214575347568,0.008083041947228043,0.011928082432395092,2781.205432895948,2755.274448396513,0.9747158354219089,0.05717865655589494,9.057078332159442,0.6844780620922493,9.052411367971985,0.020966480203383177,0.971967143482621,0.015411254158001285,9.052411367971985,0.971967143482621,9.057078332159442,0.020966480203383177
run_00000087,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.88,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,87,9.42146371249268,0.37407620010690246,0.6679946948580692,0.005507165545858617,44880.057361950625,42929.55076935474,9.422259417026789,0.37408347775990175,0.0408331602018211,0.036436827978858805,0.006328095202125767,0.010182346677839614,2619.525600943727,2568.084358024391,0.9336670836318054,0.04039418331993489,9.047387512385772,0.6624875293122099,9.048175939266889,0.0216250780789939,0.9317213299088873,0.00854888458061608,9.048175939266889,0.9317213299088873,9.047387512385772,0.0216250780789939
run_00000088,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.89,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,88,9.412636161096616,0.3641670989755356,0.6657907413836418,0.009105519342436634,44764.68801598332,43060.978698810184,9.415669843609761,0.3640552972338385,0.044090480261217035,0.04321303602078447,0.005214055190125389,0.0177195016117409,2676.303324570169,2581.291902400887,0.9336613466850754,0.051507572815977905,9.048469062121116,0.6566852220412046,9.051614546375923,0.026617481360289796,0.9318908713485194,0.020103434342349073,9.051614546375923,0.9318908713485194,9.048469062121116,0.026617481360289796
run_00000089,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.9,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,89,9.372811315559128,0.3271188555974933,0.686003373325926,-0.02250327957807403,44818.08733483205,42848.697891798234,9.37551776883722,0.32754152386608104,0.02243813112941605,0.03250098331035202,0.010861811961144016,0.010698551458179235,2679.1786766862174,2668.211016878751,0.970196307787844,0.04783915552129095,9.045692459961652,0.7085066529040019,9.047976244971137,0.027176968491373018,0.9689702481100176,0.010429666413527541,9.047976244971137,0.9689702481100176,9.045692459961652,0.027176968491373018
run_00000090,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.91,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,90,9.427028251383444,0.37218233406108037,0.6633621787348679,-0.02339114858723932,44848.80848239929,42949.36227129327,9.423764127241613,0.37225561096811033,0.03121381906046241,0.04469978816524543,0.0078063961304149845,0.007780823708050494,2663.823365343196,2706.2003962193708,0.9465690503837556,0.0563345598732841,9.054845917322375,0.6867533273221036,9.051508516273502,0.023156027319355572,0.94505859304611,0.0070557502230092686,9.051508516273502,0.94505859304611,9.054845917322375,0.023156027319355572
run_00000091,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.92,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,91,9.435355683977049,0.39310091796985297,0.6875816660784084,-0.0028382877351602206,44849.3911093881,42781.47545387906,9.437276181304927,0.39303171267575837,0.05123506096894167,0.06167014851273661,0.008339699911931248,0.006882037718617664,2766.590614855198,2789.1602919106026,0.9765717834256826,0.0626269657046945,9.042254766007181,0.690419953813567,9.044244468629168,0.028478924035177617,0.9736012125441383,0.01330805348133476,9.044244468629168,0.9736012125441383,9.042254766007181,0.028478924035177617
run_00000092,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.93,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,92,9.40780690003957,0.33969224061964975,0.6634161231393757,-0.01050595454067134,44705.90246194759,42975.702002175,9.387364447387345,0.3399159590874989,0.03493647867375657,0.03930520151467459,0.011146837557286095,0.010664944192826,2599.121669196709,2794.756253617211,0.9385679857262059,0.04419770141620458,9.068114659419896,0.6739220776800481,9.047448488299846,0.02315672706162068,0.9372067604634193,0.017256014880266537,9.047448488299846,0.9372067604634193,9.068114659419896,0.02315672706162068
run_00000093,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.9400000000000001,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,93,9.439595993826929,0.3987800521821338,0.698772678150003,-0.021395085361108797,44813.95420829531,42808.05318633363,9.446177809404755,0.3986985768914346,0.03856197461009985,0.02685695980101407,0.009104050539910211,0.00833822503448202,2724.161779411775,2726.331281734066,0.9843306266886832,0.04158260362036468,9.040815941644839,0.7201677635111133,9.047479232513323,0.025931058467763064,0.9828588020622232,0.011538068563457031,9.047479232513323,0.9828588020622232,9.040815941644839,0.025931058467763064
run_00000094,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.9500000000000001,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,94,9.419617898159704,0.3699899098759471,0.6581833521634445,-0.024456253806975366,44785.3803058565,43176.01020809763,9.425901348954163,0.37047966600166693,0.041619919250188674,0.04311472421219965,0.005854865770286429,0.008769357047950403,2675.2723604390117,2620.2196544871194,0.9277927378072696,0.05554696989007113,9.04962798828375,0.6826396059704168,9.055421682952495,0.03224926850593399,0.9266093882919346,0.010081621004200698,9.055421682952495,0.9266093882919346,9.04962798828375,0.03224926850593399
run_00000095,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.9600000000000001,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,95,9.430448219856022,0.3777467383226091,0.6659300130393228,-0.019912635697815022,44794.16842217674,42992.24636345154,9.428851087335843,0.37764033640504713,0.03486158421632325,0.04640491425918994,0.005750932463248266,0.009819114478258404,2735.6351915797622,2673.5432702222915,0.938087835485829,0.05548192697213381,9.052701481533434,0.6858426487371397,9.051210750930794,0.028219599372895393,0.9367273047752099,0.009137695403278643,9.051210750930794,0.9367273047752099,9.052701481533434,0.028219599372895393
run_00000096,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.97,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,96,9.404416442697702,0.36535747967167936,0.6784524954085399,-0.023428743739369703,44732.238435205225,42854.01397508068,9.413194030871574,0.3656009089834876,0.05067399552297229,0.04492286429194594,0.005533647481575441,0.008776045154478801,2833.217488961524,2752.40704979479,0.9619642883193799,0.05599906392616851,9.039058963026056,0.7018812391479092,9.047593121888088,0.027086256276561103,0.9603252022675134,0.010230951068525635,9.047593121888088,0.9603252022675134,9.039058963026056,0.027086256276561103
run_00000097,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.98,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,97,9.428642864806626,0.3702401359849981,0.6780040968205516,-0.004767437669705813,44971.75293729039,42818.3878280458,9.422737219799238,0.37041130647202475,0.04618194658890371,0.055361112856435614,0.010295994386413508,0.010538813431699072,2624.136344445443,2663.3922595573963,0.9658237523795651,0.05756467876234197,9.058402728821674,0.6827715344902588,9.052325913327214,0.028048077106740434,0.9628918964526992,0.012068960342659293,9.052325913327214,0.9628918964526992,9.058402728821674,0.028048077106740434
run_00000098,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.1,0.99,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,98,9.455508214617689,0.39161975472622473,0.6708714367161649,-0.024860941085473258,44730.642561602624,43066.25640833132,9.442670011187662,0.392043167791873,0.030304781542433445,0.044933330744402186,0.010288999696501816,0.014033240840076025,2737.9813597045904,2629.4910157729073,0.9509079200485064,0.05918018756791113,9.063888459891388,0.6957323778016373,9.050626843395786,0.030990387712198135,0.9501334751769602,0.01174536463370794,9.050626843395786,0.9501334751769602,9.063888459891388,0.030990387712198135
run_00000099,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.01,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,99,9.971754838759692,0.7610850406695371,1.1947492483805096,1.7967144394029555,41638.04761138603,48131.387438534075,9.95637449433214,0.766300457373719,0.041335546891778374,0.02601754074070252,0.013416026237012976,0.006264545455645433,2139.4145113390596,2261.3009609452392,1.6772574225533472,2.5317697102337116,9.210669798090173,0.6019651910224415,9.190074036958421,0.05184702501993216,2.21791323440462,0.008986517368410512,9.190074036958421,2.21791323440462,9.210669798090173,0.05184702501993216
run_00000100,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.02,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,100,9.86063262587004,0.7157588603780062,1.1690645880615205,1.7522261625642548,41972.7275233049,47898.85120089561,9.900781493164814,0.719182096806645,0.042169495533873606,0.01721926057615907,0.013106433860245133,0.0023057142829285802,1932.162990620076,2109.2660808505625,1.6631908613258037,2.4604699934026293,9.14487376549205,0.5831615745027395,9.18159939635817,0.05143423949294373,2.1254603704009,0.012869355255050351,9.18159939635817,2.1254603704009,9.14487376549205,0.05143423949294373
run_00000101,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.03,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,101,9.9562369265213,0.7456346011152778,1.1837595736294846,1.7162054211827322,42173.940067467585,47613.105188840476,9.979204533478974,0.8035745105787336,0.051644045422308035,0.023497493531792448,0.005484493272711214,0.004759454987778361,2084.551524437701,2231.444197228583,1.6774236707824466,2.4049631223640326,9.210602325406079,0.5324458475532549,9.175630022900242,0.06089453381512816,2.065446242430373,0.008027830372554064,9.175630022900242,2.065446242430373,9.210602325406079,0.06089453381512816
run_00000102,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.04,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,102,9.88281319274144,0.7071032575161948,1.1808861044474475,1.6812685152330433,42241.527454230185,47518.70458973047,9.888191122337258,0.7163082193043138,0.04406099911505589,0.028062739302821042,0.009012801763760648,0.004840610339302255,2036.0737853391613,2107.0526657759824,1.6691157781169497,2.3714551623598625,9.175709935225221,0.5003824107855998,9.171882903032945,0.051732911556056464,2.0206973733586695,0.010955348007010954,9.171921899973006,2.0205203593238674,9.175709935225221,0.051732911556056464
run_00000103,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.05,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,103,9.837551680778523,0.6684684574659675,1.2073531261097281,1.6582336013692165,42402.906620617294,47286.21206404546,9.830635967947114,0.6634487126029937,0.04177844840737046,0.01854837051244022,0.01361480214478685,0.0038051593186073066,2061.4840332848494,2160.9868481704043,1.7006978238815438,2.339595323216874,9.169083223312562,0.45088047525949015,9.167187255344121,0.044384009956272806,1.9644416607520343,0.013263746200378668,9.167187255344121,1.9644416607520343,9.169083223312562,0.044384009956272806
run_00000104,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.060000000000000005,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,104,9.885995608557055,0.6756936948525547,1.213693060025917,1.6274019770309833,42616.62029554546,47072.31837273801,9.870356760833776,0.7026434466327737,0.050039201279554434,0.017775354603893307,0.011595734938118675,0.005667338588750282,2205.077040327423,2222.6139390999115,1.7109315457221612,2.3090280963573897,9.210301913704495,0.4137089170050616,9.167713314201002,0.04652326505183379,1.9246913083531,0.014043896113427759,9.167713314201002,1.9246913083531,9.210301913704495,0.04652326505183379
run_00000105,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.06999999999999999,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,105,9.833676456938326,0.6443410949467939,1.2083441291742683,1.59801589771188,42842.49785595801,46955.36670198066,9.82505287231829,0.6542156684991072,0.03594117133411634,0.02704861017398119,0.017388168150475912,0.005319558525568174,2069.858842164399,2350.4768201414913,1.7160591124853695,2.258549737819912,9.189335361991517,0.3896717685376096,9.170837203819184,0.04160349433797016,1.8501232167704602,0.01510252474503904,9.170837203819184,1.8501232167704602,9.189335361991517,0.04160349433797016
run_00000106,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.08,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,106,9.795000381471809,0.6295923700464578,1.201441342407267,1.5701387566501437,42954.80952383887,46819.98258976707,9.773881049218803,0.6161595859397291,0.07169847329952574,0.046006127322642074,0.014036771284527582,0.0027238583990341608,2161.4836208659053,2289.359034210048,1.6980679200444737,2.202789962840251,9.165408011425393,0.36869741424287605,9.157721463279072,0.043938366965823275,1.8022335352041023,0.014745288291935938,9.157721463279072,1.8022335352041023,9.165408011425393,0.043938366965823275
run_00000107,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.09,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,107,9.81672915022062,0.6408401907987501,1.1939551323920652,1.5442523925931209,43076.32572179941,46763.93527732198,9.827107333213394,0.6576345573689564,0.044119025421702804,0.035599871168323464,0.010258242105515918,0.00587362904189209,2111.4283751636876,2139.352718945163,1.6883059847670636,2.1764782568319117,9.17588895942188,0.3502972602010554,9.16947277584444,0.04385458148168717,1.7606135611976397,0.011396326672155333,9.16947277584444,1.7606135611976397,9.17588895942188,0.04385458148168717
run_00000108,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.09999999999999999,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,108,9.75754644572628,0.6026282121180825,1.1974948694389924,1.527888794282399,43157.37682820981,46479.582447182926,9.757588363745294,0.6057823456929018,0.04163043328262579,0.016291497863725905,0.012393740985692951,0.01164208093848512,2262.4895526422533,2290.6345602533006,1.694434111577096,2.161925376286632,9.154918233608209,0.3303939248434212,9.151806018052392,0.04625381307122797,1.7113457324583454,0.009462626268521058,9.151806018052392,1.7113457324583454,9.154918233608209,0.04625381307122797
run_00000109,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.11,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,109,9.73628460004626,0.5681146755033507,1.1992553183164374,1.4966253582691749,43111.3007293149,46371.41836843861,9.705479557232545,0.5609941194307058,0.03062745870226506,0.018324307114829547,0.008200605352809812,0.005056529976116182,2253.4945832305816,2321.2569915703025,1.7015474095658754,2.125175225818846,9.168169924542868,0.2973700399527443,9.144485437801839,0.03844905635313245,1.653801509608991,0.005603146490312896,9.144485437801839,1.653801509608991,9.168169924542868,0.03844905635313245
run_00000110,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.12,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,110,9.649162073691254,0.53300369184315,1.1894318120539211,1.4845192770846103,43461.865970372346,46286.38604243052,9.62510079122647,0.4821907955767167,0.05210751788655018,0.030500130199160633,0.011102622270601865,0.007389404690135498,2229.2298073692978,2329.372809530608,1.6943607987565994,2.0886319240259406,9.116158381848143,0.2950874650306939,9.142909995649754,0.04751079860451327,1.5700393948425644,0.009269876757383685,9.142909995649754,1.5700393948425644,9.116158381848143,0.04751079860451327
run_00000111,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.13,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,111,9.734691175046823,0.5856578189404069,1.213914835767467,1.4798110350516416,43288.5426636407,46123.46860392818,9.71720436950876,0.5750844908662766,0.05333238679113798,0.024426262103138894,0.007855777369352284,0.007234074102247789,2406.4185655108877,2462.8280627076583,1.7114566593808203,2.0783531030329443,9.149033356106404,0.2658961992841832,9.142119878642482,0.05209424856007405,1.5762180291673498,0.01032731599076147,9.142119878642482,1.5762180291673498,9.149033356106404,0.05209424856007405
run_00000112,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.14,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,112,9.691549914619989,0.5516124300232756,1.2338876286281446,1.4726046701195366,43408.82626649433,46089.25278135087,9.663133158060901,0.5205538639926625,0.03924817989119569,0.04244918290350725,0.005364975516743782,0.008217403921650471,2321.1601645024375,2291.6836857006065,1.7421601048257296,2.088241772506749,9.13993748459673,0.23871704149138673,9.14257929406824,0.04638745789888643,1.526109517025278,0.006896429916371025,9.14257929406824,1.526109517025278,9.13993748459673,0.04638745789888643
run_00000113,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.15000000000000002,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,113,9.698688073385146,0.5626948365456177,1.2508586054427355,1.4633292823058115,43701.92442633959,45914.228197310615,9.702275333201047,0.5603514742767265,0.053359895584808456,0.03613631375118281,0.019692283186308196,0.010672918084967589,2274.213424653845,2301.2406893815632,1.766994897602966,2.062798932906716,9.135993236839509,0.21247067686306603,9.141923858924319,0.04461381700651389,1.4749555500154028,0.010541847568032853,9.141923858924319,1.4749555500154028,9.135993236839509,0.04461381700651389
run_00000114,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.16,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,114,9.648776796622393,0.518116388936528,1.2504832957941732,1.444614231159149,43734.109019707044,45804.46012925818,9.656063828474085,0.5239009433175891,0.03954236527533368,0.0320927976270409,0.009980467239268546,0.0032994669925973962,2431.2392913097397,2297.6910134839777,1.7435502376359204,2.0137948344046657,9.130660407685872,0.1941309353649715,9.132162885156495,0.03320267414004986,1.4373247092098613,0.010902834718719476,9.132162885156495,1.4373247092098613,9.130660407685872,0.03320267414004986
run_00000115,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.17,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,115,9.661438842912961,0.5456732573368989,1.2307182638566116,1.4202611653753767,43921.20244017273,45826.296634676226,9.647563734483354,0.5110956320338892,0.03286681522680031,0.0350991200304516,0.008858125781670214,0.006609631461352664,2292.2411290724913,2271.758463038189,1.736339198095643,1.9996113464988783,9.115765585576057,0.1895429015187673,9.136468102449466,0.04875437594185523,1.367430952787416,0.010733852086904675,9.136468102449466,1.367430952787416,9.115765585576057,0.04875437594185523
run_00000116,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.18000000000000002,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,116,9.60975555597042,0.47884228189132255,1.2471362107791888,1.4171865572551778,44093.13889272431,45527.91580560134,9.61074971888836,0.48438184269938533,0.07310881827228528,0.048212397060726976,0.008330068415805036,0.006168279965974518,2412.0957801481936,2359.591852991873,1.7674612104804381,1.992536316651201,9.130913274079134,0.17005034647599448,9.126367876188977,0.034066414156298186,1.321125316036874,0.007274013474229192,9.126367876188977,1.321125316036874,9.130913274079134,0.034066414156298186
run_00000117,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.19,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,117,9.617799629491799,0.5099818819447035,1.2552218195638472,1.4088465576758813,43989.24041504251,45541.867671610016,9.631241415085437,0.5112784455529594,0.026519318428929173,0.019307322781086916,0.00898468451992147,0.003721027249374186,2346.505426250899,2276.1924934639183,1.780651277776505,1.9951838551417347,9.107817747547092,0.15362473811203534,9.11996296953248,0.025086464753288767,1.2720885305309841,0.00851455444967129,9.11996296953248,1.2720885305309841,9.107817747547092,0.025086464753288767
run_00000118,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.2,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,118,9.593343575649406,0.4667705081913929,1.2702377527766284,1.3921911499184443,44209.53170022302,45539.58499263651,9.590141879734883,0.4565752962393168,0.028791971843883164,0.02849528989601065,0.009093989528560146,0.007015348703860964,2401.1938177757133,2413.9653974120893,1.7894320147004117,1.961172910907828,9.126573067458036,0.12195339714181111,9.133566583495565,0.03692696196064822,1.218511374566476,0.004089764858520722,9.133566583495565,1.218511374566476,9.126573067458036,0.03692696196064822
run_00000119,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.21000000000000002,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,119,9.658786290929623,0.525692897570538,1.2902083472570853,1.3992253513358834,44192.0860863313,45485.31343249555,9.64871613697337,0.5297816903236329,0.03261073745485216,0.028170452083758974,0.011788298456111833,0.006840251480852315,2421.5471191212205,2327.729632786938,1.8400675814030536,1.9876547742312232,9.133093393359076,0.10901700407879814,9.118934446649739,0.03696740708980985,1.1679486522514468,0.01007979682032641,9.118934446649739,1.1679486522514468,9.133093393359076,0.03696740708980985
run_00000120,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.22,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,120,9.633069752802179,0.528789860495624,1.2969281758162041,1.386942599609414,44384.8254173385,45288.18453621587,9.64340176839594,0.5278822497595909,0.056831838866887995,0.055316375100681256,0.014312879217266677,0.006066260077209034,2323.6056506970062,2398.0353929812118,1.8282492235866568,1.9556619521916014,9.104279892306556,0.09001442379320576,9.115519518636349,0.027470446239846683,1.1007253434912176,0.017022822606208955,9.115519518636349,1.1007253434912176,9.104279892306556,0.027470446239846683
run_00000121,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.23,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,121,9.66527443590988,0.5377404121336907,1.334527392106815,1.4148628198642204,44538.379193452085,45297.545011242844,9.666408999004338,0.5496236389395874,0.03927541791255859,0.040590437152320843,0.008851975165428502,0.004930418822523626,2398.4920720083023,2265.1280052223897,1.8880133489620863,2.003165753492256,9.127534023776228,0.08033542775740782,9.116785360064748,0.04303923820205358,1.0548737188021602,0.006216233026028405,9.116785360064748,1.0548737188021602,9.127534023776228,0.04303923820205358
run_00000122,0.7071067811865476,31.622776601683793,3.1622776601683795,1.4142135623730951,0.5,0.30000000000000004,0.24000000000000002,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,1,1,122,9.6399101646596,0.538800511983517,1.326175902168896,1.3968769211522902,44503.512139157305,45187.8208794414,9.648475783143343,0.5391686602214898,0.023441707816320122,0.04037935352383681,0.0057900420390019575,0.004722962644804629,2445.9542054119647,2347.9951400705404,1.8822611944104648,1.977997064242013,9.101109652676099,0.07070101898339609,9.109307122921855,0.0397065998192638,0.971900821488382,0.0036497698878870505,9.109307122921855,0.971900821488382,9.101109652676099,0.0397065998192638
